pert_id	SMILES
BRD-K16508793	CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
BRD-K16606819	CC1(C(=O)N(C(=O)O1)C)C
BRD-K17041687	CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F
BRD-K17306061	C[C@@H](O[C@@H]1OCCN(Cc2nc(=O)[nH][nH]2)[C@@H]1c1ccc(F)cc1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
BRD-K17561142	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCC[NH+](CC)CC)I
BRD-K17743125	C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO
BRD-K18574842	CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
BRD-K18618618	CC1=C(N=CN1)CSCCNC(=NC)NC#N
BRD-K18855837	C1C2CNCC1C3=CC4=NC=CN=C4C=C23
BRD-K18895904	CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12
BRD-K18922609	CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
BRD-K19352500	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
BRD-K19416115	C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N
BRD-K19687926	CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
BRD-K19706299	CCCCC[C@H](CC[C@@H]1[C@H](C[C@@H]2[C@H]1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O
BRD-K20141153	CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2.Cl
BRD-K20168442	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N4CCCCC4)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-]
BRD-K20338176	C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl
BRD-K21283037	C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
BRD-K21520694	CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
BRD-K21680192	C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
BRD-K21733600	CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3
BRD-K21806131	CCCCCN=C(/N)NN=Cc1c[nH]c2ccc(OC)cc12
BRD-K22031190	C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
BRD-K22662435	Nc1nc2n(COC(CO)CO)cnc2c(=O)[nH]1
BRD-K23204545	CS(=O)(=O)OCCCCOS(=O)(=O)C
BRD-K23369905	C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
BRD-K23566484	CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C
BRD-K23984367	CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F
BRD-K24473282	CC(C)NCC(C1=CC(=C(C=C1)O)O)O
BRD-K24616672	CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.O
BRD-K24844714	C1=C(C(=O)NC(=O)N1)F
BRD-K25394294	C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
BRD-K26657438	CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N
BRD-K26756156	Cl[Zn]Cl
BRD-K27218697	CCC(=O)[C@]1([C@@H](CC2[C@@]1(C[C@@H](C3C2CCC4=CC(=O)C=C[C@]34C)O)C)C)C
BRD-K27853494	CC(C(C1=CC=CC=C1)O)N
BRD-K28029915	C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54
BRD-K28143534	CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1
BRD-K28183345	CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl
BRD-K28307902	CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
BRD-K28346421	CO[C@H]1C=CO[C@@]2(C)Oc3c(C2=O)c2c(O)c(C=NN4CCN(CC4)C4CCCC4)c(NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C
BRD-K28494619	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
BRD-K28542495	CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3
BRD-K28667793	C1=CN=C(C=N1)C(=O)N
BRD-K28761891	CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3
BRD-K28849549	C1=CC(=C(C=C1N)C(=O)O)O
BRD-K28936863	CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
BRD-K29458283	C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl
BRD-K29530284	CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N
BRD-K29582115	C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54.O.Cl
BRD-K29653726	CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
BRD-K29905972	CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
BRD-K30020243	CC(C)[C@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N
BRD-K30097969	C1CC1C2=NC3=CC=CC=C3C(=C2C=C[C@H](C[C@H](CC(=O)O)O)O)C4=CC=C(C=C4)F
BRD-K30114692	C1N2CN3CN1CN(C2)C3.C1=CC=C(C=C1)C(=O)NCC(=O)O
BRD-K30240666	CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C
BRD-K30480208	CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C
BRD-K30600766	CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
BRD-K30618791	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O
BRD-K30649484	C1=CC(=CC=C1CN)S(=O)(=O)N
BRD-K31283835	CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N
BRD-K31333309	C1C(=NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-]
BRD-K31534764	COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
BRD-K31542390	CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O
BRD-K31616564	C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]
BRD-K32107296	CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
BRD-K32164935	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
BRD-K32247306	CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
BRD-K32273377	C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
BRD-K32318651	Nc1nc2n(COCCO)cnc2c(=O)[nH]1
BRD-K32398298	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
BRD-K32744045	CCN(CC)C(=S)SSC(=S)N(CC)CC
BRD-K32821942	CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
BRD-K32830106	C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
BRD-K33127281	COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5
BRD-K33226500	CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5
BRD-K33453211	CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F
BRD-K34415467	CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
BRD-K34776109	CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C
BRD-K34888156	CN1C2=C(C(=O)N(C1=O)C)NC=N2
BRD-K35240538	CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
BRD-K35520305	CN(C)N=Nc1[nH]cnc1C(N)=O
BRD-K35559145	CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C
BRD-K36616567	CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31
BRD-K36862742	C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1
BRD-K36927236	COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
BRD-K37130586	CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O.Cl
BRD-K37130656	C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
BRD-K37187815	CC(OC(=O)C)OC(=O)C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)C(=NOC)C3=CC=CO3)COC(=O)N
BRD-K37289225	CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12
BRD-K37949327	CC(O)(P(=O)(O)O)P(=O)(O)O
BRD-K38197229	CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
BRD-K38305202	C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O
BRD-K38436528	CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
BRD-K39397585	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-]
BRD-K39716612	CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F
BRD-K39746403	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
BRD-K39915878	CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
BRD-K39983086	CCOC(=O)O[C@@]1(CCC2[C@@]1(C[C@@H](C3C2CCC4=CC(=O)C=C[C@]34C)O)C)C(=O)OCCl
BRD-K39987650	CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3
BRD-K40621224	C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O
BRD-K40758068	C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F
BRD-K41260949	CCCC(CCC)C(=O)O
BRD-K41298358	C(CNCCNCCNCCN)N
BRD-K41410256	OC(=O)CCNC(=O)c1ccc(cc1)N=Nc1ccc(O)c(c1)C(O)=O
BRD-K41524689	CC(=O)NC1=CC=C(C=C1)O
BRD-K41731458	C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
BRD-K42098891	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
BRD-K42348709	CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31
BRD-K43457670	CC(=O)NC1=NN=C(S1)S(=O)(=O)N
BRD-K43544024	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(COC(=O)C4)C
BRD-K43744935	CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3
BRD-K43813806	CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32.Cl
BRD-K43860855	C1=CC(=CC(=C1)I)CN=C(N)N
BRD-K43887077	C1=CC(=C(C=C1CCN)O)O
BRD-K44094599	CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
BRD-K44227013	CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5
BRD-K44353683	CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O
BRD-K44497846	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O
BRD-K44779798	C1C(C(C(C(N1CCO)CO)O)O)O
BRD-K44876623	CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
BRD-K45033733	CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C
BRD-K45071273	CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
BRD-K46018455	CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
BRD-K46137903	CCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)OC(=O)OCC
BRD-K46652470	CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
BRD-K46742498	CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C
BRD-K46862739	CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2
BRD-K47278471	CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
BRD-K47631482	CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2
BRD-K47639036	CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4
BRD-K47679368	C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O
BRD-K47780086	Nc1nc(O)c2ncn(CCC(CO)CO)c2n1
BRD-K47886988	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
BRD-K48168960	CCCC1=CC(=O)NC(=S)N1
BRD-K48300629	C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
BRD-K48367671	CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O
BRD-K48519456	CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
BRD-K48578705	CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N
BRD-K48617017	CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C
BRD-K48722833	CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC
BRD-K49111258	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
BRD-K49328571	CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
BRD-K49384696	CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O
BRD-K49404994	CCC(C(=O)N)N1CCCC1=O
BRD-K49668410	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
BRD-K49669424	CC[N+](C)(C)CC1=CC=CC=C1Br
BRD-K50128260	CCCc1nn(C)c2c1[nH]c(nc2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(C)CC1
BRD-K50388907	CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
BRD-K50938287	CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
BRD-K50938786	CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
BRD-K51207550	CCC1=NC=CC(=C1)C(=S)N
BRD-K51350053	CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3
BRD-K52020312	CC1=NC=C(N1CCO)[N+](=O)[O-]
BRD-K52080565	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34
BRD-K52172416	CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N
BRD-K52256627	C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O
BRD-K52662033	CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
BRD-K52930707	COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C=CC6=CC(=C(C(=C6)OC)OC)OC
BRD-K52989797	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl
BRD-K53226837	C1C(C(=O)NO1)N
BRD-K53857191	CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
BRD-K53972329	C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
BRD-K53987533	CCCCCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
BRD-K54006094	CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
BRD-K54262262	C1=CC=C(C=C1)COC2=CC=C(C=C2)O
BRD-K54314721	CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3
BRD-K54316499	CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
BRD-K54416256	CN1C=CNC1=S
BRD-K54472332	CC(C)[C@@H](CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O
BRD-K54529596	CC(CS)C(=O)N1CCCC1C(=O)O
BRD-K54759182	CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31
BRD-K54770957	CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C
BRD-K55044200	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C
BRD-K55127134	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
BRD-K55301415	C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC=C4C5=CN=CC=C5)C)O
BRD-K55395145	Nc1nc2[nH]cc(CCc3ccc(cc3)C(=O)N[C@H](CCC(O)=O)C(O)=O)c2c(=O)[nH]1
BRD-K55930204	C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
BRD-K56343971	CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
BRD-K56614220	CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl
BRD-K56800335	C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl
BRD-K56810756	CC1=CNN=C1
BRD-K56851771	CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C
BRD-K57174586	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
BRD-K57222227	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
BRD-K57569181	CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
BRD-K57631554	C(CC(=O)O)C(=O)CN
BRD-K57875380	CN1C[C@@H]2C(C1)C3=CC=CC=C3OC4=C2C=C(C=C4)Cl
BRD-K57930253	C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
BRD-K58662656	C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
BRD-K59058747	CC(=O)NC(CS)C(=O)O
BRD-K59935627	CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]
BRD-K60038276	CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
BRD-K60160658	CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C
BRD-K60237333	C1=CC(=CN=C1)C(=O)[O-]
BRD-K60460488	CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
BRD-K60640630	C[C@@H]1C[C@H]2C3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)O)C)O)Cl)C
BRD-K60762818	CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31
BRD-K60770992	CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC
BRD-K61192372	CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O
BRD-K61250553	CN(C)C(=O)C(CC[NH+]1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
BRD-K61327230	C[n+]1ccccc1C=NO
BRD-K62012036	CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC
BRD-K62200014	Clc1ccc2N=C3NC(=O)CN3Cc2c1Cl
BRD-K62363391	C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N
BRD-K62737565	C1CCC(CC1)(CC(=O)O)CN
BRD-K63072637	CN1CCCN=C1C=CC2=CC=CS2
BRD-K63165456	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
BRD-K63242551	CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O
BRD-K63343048	CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O
BRD-K63430059	COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
BRD-K63504947	CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C
BRD-K63630713	CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl
BRD-K63736853	CC1=CN=C(C=[N+]1[O-])C(=O)O
BRD-K63828191	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
BRD-K64052750	COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
BRD-K64931368	C(CCC(=O)O)CCN
BRD-K65146499	CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
BRD-K65544384	C1=CC(=CC=C1C(=O)NCC(=O)O)N
BRD-K65667145	C1=COC(=C1)CNC2=NC=NC3=C2NC=N3
BRD-K66615216	COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O
BRD-K66876909	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
BRD-K67017579	C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4
BRD-K67043667	CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C
BRD-K67080878	CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
BRD-K67102207	C1=CC=C(C=C1)CCCC(=O)O
BRD-K67261995	C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I
BRD-K67601717	CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3
BRD-K67783091	C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
BRD-K67919934	CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C
BRD-K67966701	C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O
BRD-K67977190	CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O.CS(=O)(=O)O
BRD-K68132782	CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
BRD-K68264559	C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br
BRD-K68507560	CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
BRD-K68867920	C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
BRD-K69688083	C[N+]1=CC=CC(=C1)OC(=O)N(C)C
BRD-K70330367	C1C2CC3CC1CC(C2)(C3)N
BRD-K70358946	C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
BRD-K70401845	COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
BRD-K70778732	C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
BRD-K70976396	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3
BRD-K71103788	CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl
BRD-K71289571	CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
BRD-K71451869	CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C
