pert_id	SMILES
BRD-A56359832	CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
BRD-A56470328	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F
BRD-A56702968	CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
BRD-A56892734	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[Mg+2]
BRD-A57382968	CN1/C(=C(/NC2=CC=CC=N2)[O-])/C(=O)C3=CC=CC=C3S1(=O)=O.[Na+]
BRD-A58048407	CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
BRD-A58767537	CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@@H]4CCOC4
BRD-A58837096	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
BRD-A59808129	CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
BRD-A59943784	C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)OC(=O)C5=CC=CO5)C)O)F)C)F
BRD-A59985574	CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
BRD-A60197193	CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
BRD-A60217728	CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I
BRD-A60274948	CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O
BRD-A60414806	CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
BRD-A61154809	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
BRD-A61793559	CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
BRD-A62025033	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC
BRD-A62326914	C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
BRD-A62421304	C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
BRD-A62428732	C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
BRD-A62434282	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
BRD-A63043573	CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C
BRD-A63667919	CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
BRD-A63934767	CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3C2C(CC4=CC(=O)C=CC34C)Cl)O)C)C)OC(=O)CC
BRD-A64092382	CC1=C(C(=CC=C1)C)OCC(C)N
BRD-A64479082	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
BRD-A64977602	CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
BRD-A65013509	CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
BRD-A65051990	CC(=O)CC(c1ccc(cc1)[N+]([O-])=O)c1c(O)c2ccccc2oc1=O
BRD-A65280694	CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C
BRD-A65282128	CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)[O-]
BRD-A65449987	CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C
BRD-A65671304	CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6
BRD-A65739223	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O
BRD-A65818372	C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO
BRD-A66229260	CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
BRD-A66559694	C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
BRD-A66563878	CC1=C(C(=CC=C1)[C@@H](C)C2=CN=CN2)C
BRD-A66861218	CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)OC(=O)CC
BRD-A67097164	C1CN(P(=O)(OC1)NCCCl)CCCl
BRD-A67605442	CC(O)[C@H](O)C1CNc2nc(N)[nH]c(=O)c2N1
BRD-A67799922	CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
BRD-A67981824	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)[O-]
BRD-A68888262	CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl
BRD-A69512159	CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN
BRD-A69636825	CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CC[NH+](C)C)C3=CC=C(C=C3)OC
BRD-A70150975	[OH-]
BRD-A70514680	CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC.Cl
BRD-A70649075	C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
BRD-A71390734	CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
BRD-A71765365	COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
BRD-A72075775	CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I
BRD-A72130500	CN(C)[C@H]1[C@@H]2C[C@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O
BRD-A72441487	CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O
BRD-A73368467	CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O
BRD-A73581086	CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
BRD-A73741725	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C
BRD-A74160776	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)OCCO)OCCO)O)O)O)O)O)O
BRD-A74500471	CCC(CO)NCCNC(CC)CO
BRD-A74642112	C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N
BRD-A74667430	CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O
BRD-A74980173	CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F
BRD-A75144621	CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
BRD-A75479906	CC(C12CC3CC(C1)CC(C3)C2)N
BRD-A75850590	CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O
BRD-A75919782	Nc1nc(=O)c2N(C=O)C(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2[nH]1
BRD-A75935363	C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C
BRD-A76019558	CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
BRD-A76229785	C[C@@]1(C2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNCCCC[C@@H](C(=O)O)N)N(C)C)O
BRD-A77291778	CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O
BRD-A77824596	C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O
BRD-A78303415	CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
BRD-A78322124	CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
BRD-A78877355	CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
BRD-A79465854	CC[PH+](CC)CC.CC[PH+](CC)CC.CC(=O)OCC1C(C(C(C(O1)[SH2+])OC(=O)C)OC(=O)C)OC(=O)C.[Au].[Au]
BRD-A79672927	CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
BRD-A79803969	CC12CC3CC(C1)(CC(C3)(C2)N)C
BRD-A79981887	COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O
BRD-A80017228	C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2
BRD-A80638690	C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O
BRD-A81233518	C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C
BRD-A81772229	CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C
BRD-A82307304	CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4
BRD-A82371568	C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N
BRD-A83081521	CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
BRD-A83859836	CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43
BRD-A83892713	CO[C@H]1C=CO[C@@]2(C)Oc3c(C2=O)c2c(O)c(C=NN4CCN(C)CC4)c(NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C
BRD-A83937277	CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
BRD-A84134924	CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C
BRD-A84174393	CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)[O-].[Na+]
BRD-A84174873	C1=CC(=CC=C1C(CC(=O)O)CN)Cl
BRD-A84465106	CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
BRD-A84481105	CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
BRD-A84702196	CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)[O-])C
BRD-A85137183	CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O
BRD-A86044036	CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
BRD-A87387433	COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O
BRD-A87606379	CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O
BRD-A87719232	CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)[O-].[Na+]
BRD-A87848830	CCNC(=O)CCCC=CC[C@H]1[C@H](C[C@H]([C@@H]1C=C[C@H](CCC2=CC=CC=C2)O)O)O
BRD-A88254928	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
BRD-A88774919	CCO.C[C@@H]1C2C(C3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.C[C@@H]1C2C(C3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.O.Cl.Cl
BRD-A89175223	CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
BRD-A89585551	C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
BRD-A90515964	COC1=CC=CC=C1OCC(CO)O
BRD-A90799790	CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC
BRD-A91008255	CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3
BRD-A91452556	CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=C3C=CC(=C5)O
BRD-A91555231	C1=CC(=C(C=C1C(CN)O)O)O
BRD-A91699651	CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl
BRD-A93255169	C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
BRD-A93269281	COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
BRD-A94709349	CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
BRD-A95602221	CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C
BRD-A95869247	CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
BRD-A95939040	C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl
BRD-A96255180	C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
BRD-A97437073	CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O
BRD-A97674275	CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
BRD-A97701745	CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
BRD-A97739905	CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
BRD-A98725278	CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C
BRD-A99117172	CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO
BRD-A99633051	CCC1(CC(=O)NC1=O)C
BRD-A99833829	CC(C[N+](C)(C)C)OC(=O)N
BRD-A99939097	CCCC(C)(COC(=O)N)COC(=O)NC(C)C
BRD-K00198051	C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO.Cl.Cl
BRD-K00259736	CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC
BRD-K00532621	CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
BRD-K00603606	C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl
BRD-K00673382	C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
BRD-K01228321	[NH2-].[NH2-].Cl[Pt+2]Cl
BRD-K01292756	C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
BRD-K01612348	C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3CC[C@H](N3)C(=O)N(C)C)C(=O)O)[C@@H](C)O
BRD-K01624546	CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O
BRD-K02227374	CCN(CC)C(=O)[C@@]1(C[C@@H]1C[NH3+])C2=CC=CC=C2.[Cl-]
BRD-K02265150	C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
BRD-K02404261	CN1C=NC2=C1C(=O)N(C(=O)N2C)C
BRD-K02637541	CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
BRD-K02992638	C1C(OC(S1)CO)N2C=CC(=NC2=O)N
BRD-K03012696	C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O
BRD-K03243820	C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
BRD-K03319035	CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
BRD-K03981224	CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O
BRD-K04185004	CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N
BRD-K04196797	C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
BRD-K04218075	CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3
BRD-K04412738	CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O
BRD-K04804440	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
BRD-K04993501	C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O
BRD-K05395900	CN1CCCC1C2=CN=CC=C2
BRD-K05510762	CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C
BRD-K05658747	CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)[O-])C(=O)NCC3=CC=C(C=C3)F.[K+]
BRD-K05673000	CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-]
BRD-K05977355	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
BRD-K06335600	C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl
BRD-K06388322	CCCNC1CCC2=C(C1)SC(=N2)N
BRD-K06557128	C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
BRD-K06878038	CC1=C(C(=O)C=CN1C)O
BRD-K06902185	C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
BRD-K06926592	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
BRD-K07208025	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
BRD-K07237224	C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl
BRD-K07265709	CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
BRD-K07612980	CC1CN(CC(N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F
BRD-K08206212	Nc1nc(=O)c2ncn([C@H]3C[C@H](O)[C@@H](CO)C3=C)c2[nH]1
BRD-K08252256	C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl
BRD-K08273968	CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
BRD-K08327065	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
BRD-K08547377	CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
BRD-K08681769	CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
BRD-K08806317	CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O
BRD-K08924299	C1C[C@H]2CN(C(=O)C3=CC=CC(=C23)C1)[C@@H]4CN5CCC4CC5
BRD-K09416995	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
BRD-K09436313	CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
BRD-K09631521	C1CN1P(=S)(N2CC2)N3CC3
BRD-K09821361	CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
BRD-K09951645	CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F
BRD-K09963420	CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O
BRD-K10670311	OC(=O)c1cc(ccc1O)N=Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1
BRD-K10706131	CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C
BRD-K10852020	CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
BRD-K10916986	CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
BRD-K10961822	CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O
BRD-K10995081	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
BRD-K11129031	CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
BRD-K11196887	CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
BRD-K11433652	CC(=O)OC1=CC=CC=C1C(=O)O
BRD-K11469942	CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
BRD-K11905747	CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O
BRD-K12219985	CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
BRD-K12343256	CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5
BRD-K12437696	CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N
BRD-K12994359	CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N
BRD-K13032584	CC(C)NC(=O)C1=CC=C(C=C1)CNNC
BRD-K13044802	CC1=CC(=O)N(C(=C1)C2CCCCC2)O
BRD-K13078532	C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
BRD-K13183738	C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
BRD-K13240564	CCN(C1=CC=CC=C1C)C(=O)C=CC
BRD-K13296708	CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl.Cl
BRD-K13356952	CC(=O)NC1=[N+](N=C(S1)S(=O)(=O)N)C
BRD-K13514097	C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC
BRD-K13800121	CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C
BRD-K13926615	CCCc1nc(C)c2n1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC)CC1
BRD-K13927029	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
BRD-K14036801	CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
BRD-K14204120	CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
BRD-K14349461	CC1=NC=C(C(=C1O)CO)CO
BRD-K14550461	CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
BRD-K14704277	CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3
BRD-K15010214	CCOCCN1C2=CC=CC=C2N=C1N3CCCN(CC3)C
BRD-K15014948	C1CC(CCC1CN)C(=O)O
BRD-K15108141	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
BRD-K15262564	CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O
BRD-K15502390	CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
BRD-K15567136	COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC
BRD-K15891719	C[C@@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C
BRD-K15916496	C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
BRD-K15933101	CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
BRD-K16336526	CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
BRD-K16406336	CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2
